iter	Passed	Remaining
478	2655	2888
479	2659	2881
480	2662	2872
481	2664	2863
482	2666	2854
483	2669	2846
484	2671	2837
485	2676	2830
486	2678	2821
487	2680	2812
488	2682	2803
489	2684	2794
490	2686	2785
491	2690	2778
492	2692	2769
493	2694	2760
494	2697	2752
495	2699	2743
496	2703	2736
497	2705	2727
498	2708	2718
499	2710	2710
500	2712	2701
501	2714	2693
502	2719	2686
503	2721	2678
504	2723	2670
505	2726	2661
506	2728	2652
507	2730	2644
508	2733	2636
509	2735	2628
510	2737	2619
511	2739	2610
512	2741	2602
513	2743	2593
514	2745	2585
515	2748	2578
516	2751	2570
517	2753	2561
518	2755	2553
519	2789	2574
520	2792	2567
521	2797	2561
522	2800	2554
523	2804	2547
524	2806	2539
525	2808	2531
526	2812	2524
527	2814	2516
528	2816	2507
529	2818	2499
530	2820	2491
531	2822	2483
532	2827	2477
533	2830	2469
534	2832	2461
535	2834	2453
536	2836	2445
537	2838	2437
538	2842	2430
539	2844	2423
540	2846	2415
541	2848	2407
542	2851	2399
543	2854	2392
544	2858	2386
545	2861	2379
546	2864	2372
547	2867	2365
548	2869	2357
549	2875	2352
550	2877	2344
551	2879	2337
552	2882	2329
553	2884	2321
554	2888	2316
555	2891	2308
556	2894	2301
557	2896	2294
558	2899	2287
559	2904	2282
560	2906	2274
561	2909	2267
562	2911	2260
563	2913	2252
564	2917	2246
565	2920	2239
566	2923	2232
567	2926	2225
568	2929	2218
569	2967	2238
570	2970	2231
571	2975	2226
572	2981	2221
573	2983	2214
574	2986	2207
575	2988	2199
576	2991	2193
577	2996	2187
578	2998	2180
579	3001	2173
580	3004	2166
581	3006	2159
582	3010	2153
583	3013	2146
584	3016	2139
585	3018	2132
586	3020	2125
587	3024	2119
588	3026	2112
589	3029	2105
590	3031	2098
591	3034	2091
592	3036	2084
593	3040	2078
594	3043	2071
595	3045	2064
596	3047	2056
597	3050	2050
598	3052	2043
599	3056	2037
600	3059	2030
601	3060	2023
602	3063	2016
603	3065	2009
604	3066	2002
605	3071	1997
606	3074	1990
607	3076	1983
608	3078	1976
609	3080	1969
610	3082	1962
611	3087	1957
612	3089	1950
613	3091	1943
614	3093	1936
615	3095	1929
616	3099	1924
617	3102	1917
618	3104	1910
619	3106	1904
620	3109	1897
621	3148	1913
622	3154	1908
623	3160	1904
624	3164	1898
625	3167	1892
626	3169	1885
627	3171	1878
628	3173	1872
629	3175	1865
630	3179	1859
631	3182	1852
632	3184	1846
633	3186	1839
634	3188	1832
635	3190	1825
636	3194	1820
637	3196	1813
638	3197	1806
639	3199	1799
640	3201	1792
641	3202	1785
642	3204	1779
643	3207	1773
644	3210	1767
645	3212	1760
646	3214	1753
647	3215	1746
648	3217	1740
649	3219	1733
650	3220	1726
651	3224	1721
652	3226	1714
653	3228	1708
654	3230	1701
655	3232	1695
656	3233	1688
657	3235	1681
658	3239	1676
659	3241	1669
660	3243	1663
661	3244	1656
662	3246	1650
663	3248	1643
664	3250	1637
665	3253	1631
666	3256	1625
667	3258	1619
668	3260	1613
669	3263	1607
670	3265	1601
671	3267	1594
672	3271	1589
673	3273	1583
674	3275	1577
675	3277	1571
676	3280	1565
677	3286	1560
678	3288	1554
679	3291	1548
680	3293	1542
681	3296	1536
682	3304	1533
683	3306	1527
684	3309	1522
685	3313	1516
686	3317	1511
687	3319	1505
688	3320	1499
689	3324	1493
690	3326	1487
691	3330	1482
692	3333	1476
693	3335	1470
694	3337	1464
695	3340	1459
696	3345	1454
697	3348	1448
698	3350	1442
699	3353	1437
700	3355	1431
701	3360	1426
702	3362	1420
703	3364	1414
704	3366	1408
705	3369	1403
706	3373	1398
707	3376	1392
708	3379	1386
709	3381	1381
710	3384	1375
711	3387	1370
712	3390	1364
713	3393	1359
714	3395	1353
715	3397	1347
716	3400	1342
717	3404	1337
718	3407	1331
719	3409	1326
720	3412	1320
721	3414	1314
722	3417	1309
723	3420	1303
724	3422	1298
725	3425	1292
726	3427	1287
727	3433	1282
728	3436	1277
729	3438	1271
730	3441	1266
731	3444	1261
732	3470	1264
733	3473	1258
734	3475	1253
735	3480	1248
736	3483	1242
737	3486	1237
738	3488	1232
739	3490	1226
740	3492	1220
741	3496	1215
742	3498	1210
743	3500	1204
744	3502	1198
745	3504	1193
746	3506	1187
747	3510	1182
748	3512	1177
749	3514	1171
750	3517	1166
751	3519	1160
752	3521	1155
753	3523	1149
754	3526	1144
755	3528	1138
756	3530	1133
757	3533	1127
758	3535	1122
759	3538	1117
760	3542	1112
761	3544	1106
762	3545	1101
763	3547	1095
764	3549	1090
765	3551	1084
766	3555	1079
767	3557	1074
768	3559	1069
769	3561	1063
770	3563	1058
771	3565	1053
772	3568	1047
773	3571	1042
774	3573	1037
775	3575	1032
776	3577	1026
777	3579	1021
778	3581	1015
779	3583	1010
780	3586	1005
781	3588	1000
782	3590	994
783	3591	989
784	3593	984
785	3595	978
786	3597	973
787	3601	968
788	3603	963
789	3605	958
790	3607	953
791	3638	955
792	3644	951
793	3648	946
794	3651	941
795	3653	936
796	3655	931
797	3657	925
798	3659	920
799	3663	915
800	3665	910
801	3667	905
802	3669	900
803	3671	895
804	3673	889
805	3675	884
806	3679	879
807	3681	874
808	3683	869
809	3685	864
810	3687	859
811	3688	854
812	3691	849
813	3695	844
814	3696	839
815	3699	834
816	3701	829
817	3703	823
818	3705	818
819	3709	814
820	3712	809
821	3714	804
822	3716	799
823	3718	794
824	3720	789
825	3724	784
826	3726	779
827	3728	774
828	3730	769
829	3732	764
830	3735	759
831	3740	755
832	3742	750
833	3744	745
834	3746	740
835	3748	735
836	3750	730
837	3753	725
838	3755	720
839	3758	715
840	3760	710
841	3762	705
842	3764	701
843	3766	696
844	3769	691
845	3772	686
846	3774	681
847	3776	676
848	3778	671
849	3780	667
850	3783	662
851	3786	657
852	3788	652
853	3790	647
854	3793	643
855	3795	638
856	3819	637
857	3822	632
858	3824	627
859	3826	622
860	3832	618
861	3834	613
862	3836	609
863	3839	604
864	3841	599
865	3843	594
866	3848	590
867	3850	585
868	3852	580
869	3854	575
870	3856	571
871	3858	566
872	3862	561
873	3864	557
874	3866	552
875	3868	547
876	3870	542
877	3873	538
878	3877	533
879	3879	528
880	3881	524
881	3883	519
882	3885	514
883	3887	510
884	3891	505
885	3893	501
886	3896	496
887	3898	491
888	3900	486
889	3902	482
890	3905	477
891	3908	473
892	3910	468
893	3912	463
894	3914	459
895	3916	454
896	3918	449
897	3922	445
898	3925	440
899	3927	436
900	3929	431
901	3931	427
902	3933	422
903	3938	418
904	3940	413
905	3942	409
906	3944	404
907	3946	399
908	3948	395
909	3952	390
910	3954	386
911	3956	381
912	3958	377
913	3960	372
914	3983	370
915	3988	365
916	3990	361
917	3994	356
918	4000	352
919	4002	348
920	4003	343
921	4006	338
922	4007	334
923	4009	329
924	4013	325
925	4016	320
926	4017	316
927	4019	311
928	4021	307
929	4023	302
930	4025	298
931	4029	293
932	4031	289
933	4033	285
934	4035	280
935	4037	276
936	4039	271
937	4042	267
938	4045	262
939	4046	258
940	4049	253
941	4050	249
942	4052	244
943	4054	240
944	4056	236
945	4059	231
946	4061	227
947	4062	222
948	4064	218
949	4066	214
950	4068	209
951	4070	205
952	4073	200
953	4075	196
954	4077	192
955	4078	187
956	4080	183
957	4082	178
958	4084	174
959	4088	170
960	4090	165
961	4091	161
962	4093	157
963	4095	152
964	4097	148
965	4098	144
966	4102	139
967	4104	135
968	4106	131
969	4108	127
970	4109	122
971	4111	118
972	4113	114
973	4117	109
974	4119	105
975	4121	101
976	4123	97
977	4125	92
978	4162	89
979	4169	85
980	4171	80
981	4173	76
982	4175	72
983	4177	67
984	4181	63
985	4182	59
986	4184	55
987	4186	50
988	4189	46
989	4190	42
990	4196	38
991	4198	33
992	4200	29
993	4203	25
994	4205	21
995	4206	16
996	4211	12
997	4213	8
998	4215	4
999	4217	0
