iter	Passed	Remaining
472	672	749
473	673	747
474	674	745
475	675	743
476	676	741
477	677	739
478	678	737
479	680	736
480	681	735
481	683	734
482	684	732
483	686	731
484	687	729
485	688	728
486	689	726
487	690	724
488	691	723
489	693	721
490	694	719
491	695	717
492	696	716
493	697	714
494	699	713
495	700	711
496	701	710
497	702	708
498	703	706
499	704	704
500	705	702
501	706	700
502	707	699
503	708	697
504	709	695
505	710	693
506	711	691
507	712	690
508	713	688
509	714	686
510	715	684
511	716	683
512	717	681
513	718	679
514	719	677
515	720	676
516	721	674
517	722	672
518	723	670
519	724	669
520	725	667
521	726	665
522	727	663
523	728	661
524	729	660
525	730	658
526	731	656
527	732	655
528	733	653
529	734	651
530	735	649
531	736	648
532	737	646
533	738	644
534	739	642
535	740	641
536	741	639
537	742	637
538	744	636
539	745	634
540	746	632
541	747	631
542	748	629
543	749	627
544	750	626
545	751	624
546	751	622
547	753	621
548	754	619
549	755	617
550	756	616
551	757	614
552	758	612
553	759	611
554	760	609
555	761	607
556	762	606
557	763	604
558	765	603
559	766	601
560	767	600
561	768	599
562	770	597
563	771	596
564	773	595
565	774	593
566	775	592
567	777	591
568	778	589
569	779	587
570	780	586
571	781	584
572	782	583
573	783	581
574	784	579
575	785	578
576	786	576
577	787	574
578	788	573
579	789	571
580	790	570
581	791	568
582	792	567
583	793	565
584	794	563
585	795	562
586	796	560
587	797	558
588	798	557
589	799	555
590	800	554
591	801	552
592	802	551
593	804	549
594	805	547
595	806	546
596	807	544
597	808	543
598	809	541
599	810	540
600	810	538
601	811	536
602	812	535
603	813	533
604	815	532
605	816	530
606	817	528
607	818	527
608	819	525
609	820	524
610	821	523
611	823	521
612	824	520
613	825	519
614	826	517
615	827	516
616	829	514
617	830	513
618	831	511
619	832	510
620	833	508
621	835	507
622	836	506
623	837	504
624	838	503
625	839	501
626	840	500
627	841	498
628	842	497
629	843	495
630	844	493
631	845	492
632	846	490
633	847	489
634	848	487
635	849	486
636	850	484
637	851	483
638	852	481
639	853	480
640	854	478
641	855	477
642	856	475
643	857	474
644	858	472
645	859	471
646	860	469
647	862	468
648	863	466
649	864	465
650	865	464
651	866	462
652	867	461
653	868	459
654	869	458
655	870	456
656	871	455
657	872	453
658	873	452
659	874	450
660	875	449
661	876	447
662	878	446
663	879	444
664	880	443
665	881	441
666	882	440
667	883	438
668	884	437
669	885	435
670	886	434
671	887	433
672	888	431
673	889	430
674	890	428
675	891	427
676	892	425
677	893	424
678	894	422
679	895	421
680	896	419
681	897	418
682	898	416
683	899	415
684	900	414
685	901	412
686	902	411
687	903	409
688	904	408
689	905	406
690	906	405
691	907	404
692	908	402
693	909	401
694	910	399
695	911	398
696	912	396
697	913	395
698	914	393
699	915	392
700	916	391
701	917	389
702	918	388
703	919	386
704	920	385
705	921	383
706	922	382
707	924	381
708	925	379
709	926	378
710	927	376
711	928	375
712	929	374
713	930	372
714	931	371
715	932	369
716	933	368
717	934	367
718	935	365
719	936	364
720	937	362
721	938	361
722	939	360
723	940	358
724	941	357
725	942	355
726	943	354
727	944	353
728	945	351
729	946	350
730	947	348
731	948	347
732	949	345
733	951	344
734	952	343
735	953	342
736	954	340
737	955	339
738	956	337
739	957	336
740	958	335
741	959	333
742	960	332
743	962	331
744	963	329
745	964	328
746	966	327
747	967	325
748	968	324
749	969	323
750	970	321
751	972	320
752	973	319
753	974	317
754	975	316
755	976	315
756	977	313
757	978	312
758	980	311
759	982	310
760	983	308
761	984	307
762	985	305
763	986	304
764	987	303
765	988	301
766	989	300
767	990	299
768	991	297
769	992	296
770	993	294
771	994	293
772	995	292
773	996	290
774	997	289
775	998	288
776	999	286
777	1000	285
778	1001	284
779	1002	282
780	1003	281
781	1004	279
782	1005	278
783	1006	277
784	1007	275
785	1008	274
786	1009	273
787	1010	271
788	1011	270
789	1012	269
790	1013	267
791	1014	266
792	1015	265
793	1016	263
794	1017	262
795	1018	261
796	1019	259
797	1020	258
798	1021	257
799	1022	255
800	1023	254
801	1024	252
802	1025	251
803	1026	250
804	1027	248
805	1028	247
806	1029	246
807	1030	244
808	1031	243
809	1032	242
810	1033	240
811	1034	239
812	1035	238
813	1036	236
814	1037	235
815	1038	234
816	1040	232
817	1040	231
818	1041	230
819	1043	228
820	1044	227
821	1045	226
822	1046	225
823	1047	223
824	1048	222
825	1049	221
826	1050	219
827	1051	218
828	1052	217
829	1053	215
830	1055	214
831	1056	213
832	1057	211
833	1058	210
834	1059	209
835	1060	207
836	1061	206
837	1062	205
838	1063	204
839	1064	202
840	1065	201
841	1066	200
842	1067	198
843	1068	197
844	1069	196
845	1070	194
846	1071	193
847	1072	192
848	1073	190
849	1074	189
850	1075	188
851	1076	187
852	1077	185
853	1078	184
854	1079	183
855	1080	181
856	1081	180
857	1082	179
858	1083	177
859	1084	176
860	1085	175
861	1086	173
862	1087	172
863	1088	171
864	1090	170
865	1091	168
866	1092	167
867	1093	166
868	1094	164
869	1095	163
870	1096	162
871	1097	161
872	1098	159
873	1099	158
874	1100	157
875	1101	155
876	1102	154
877	1104	153
878	1105	152
879	1106	150
880	1107	149
881	1108	148
882	1110	147
883	1111	145
884	1112	144
885	1113	143
886	1114	141
887	1115	140
888	1116	139
889	1117	138
890	1119	136
891	1120	135
892	1121	134
893	1122	133
894	1123	131
895	1124	130
896	1125	129
897	1126	127
898	1127	126
899	1128	125
900	1130	124
901	1131	122
902	1132	121
903	1133	120
904	1134	119
905	1135	117
906	1136	116
907	1137	115
908	1138	113
909	1139	112
910	1140	111
911	1141	110
912	1142	108
913	1143	107
914	1145	106
915	1146	105
916	1147	103
917	1148	102
918	1149	101
919	1150	100
920	1151	98
921	1152	97
922	1153	96
923	1154	94
924	1155	93
925	1156	92
926	1158	91
927	1159	89
928	1160	88
929	1161	87
930	1162	86
931	1163	84
932	1164	83
933	1165	82
934	1166	81
935	1167	79
936	1168	78
937	1169	77
938	1170	76
939	1172	74
940	1174	73
941	1175	72
942	1176	71
943	1177	69
944	1178	68
945	1179	67
946	1180	66
947	1181	64
948	1182	63
949	1183	62
950	1184	61
951	1185	59
952	1186	58
953	1187	57
954	1188	56
955	1189	54
956	1190	53
957	1191	52
958	1192	50
959	1193	49
960	1194	48
961	1195	47
962	1196	45
963	1197	44
964	1198	43
965	1199	42
966	1200	40
967	1201	39
968	1202	38
969	1203	37
970	1204	35
971	1205	34
972	1206	33
973	1207	32
974	1208	30
975	1209	29
976	1210	28
977	1211	27
978	1212	26
979	1213	24
980	1215	23
981	1216	22
982	1217	21
983	1218	19
984	1219	18
985	1220	17
986	1221	16
987	1222	14
988	1223	13
989	1224	12
990	1225	11
991	1226	9
992	1227	8
993	1228	7
994	1229	6
995	1230	4
996	1231	3
997	1232	2
998	1233	1
999	1234	0
